class and lipid,type,lipid,fold change-1hr,fold change-12hr,fold change-24hr,veh_N3_1hr,veh_N4_1hr,veh_N5_1hr,veh_N6_1hr,veh_N7_1hr,Abe_N3_1hr,Abe_N4_1hr,Abe_N5_1hr,Abe_N6_1hr,Abe_N7_1hr,veh_N1_12hr,veh_N2_12hr,veh_N3_12hr,veh_N4_12hr,veh_N5_12hr,veh_N6_12hr,Abe_N1_12hr,Abe_N2_12hr,Abe_N3_12hr,Abe_N4_12hr,Abe_N5_12hr,Abe_N6_12hr,veh_N2_24hr,veh_N3_24hr,veh_N4_24hr,veh_N5_24hr,veh_N6_24hr,veh_N7_24hr,Abe_N2_24hr,Abe_N3_24hr,Abe_N4_24hr,Abe_N5_24hr,Abe_N6_24hr,Abe_N7_24hr
"Phosphatidylinositol > PIo (36:3), PIp (36:2)",Phosphatidylinositol,"PIo (36:3), PIp (36:2)",0.978228452,1.039990747,0.967991076,3.189299406,3.170947858,3.187983003,3.134546864,3.13022441,3.146431965,3.149459322,3.139904291,3.180039842,3.148849374,3.173302873,3.172579612,3.148750715,3.135107228,3.150123751,3.12002746,3.178199729,3.126968684,3.178458968,3.187187857,3.189248848,3.131868809,3.165647885,3.153747841,3.161679414,3.160330474,3.188574187,3.148713713,3.152807996,3.139702848,3.146871931,3.153912412,3.137373134,3.146270738
"Phosphatidylinositol > PIo (36:4), PIp (36:3)",Phosphatidylinositol,"PIo (36:4), PIp (36:3)",1.051419789,0.955051865,0.965202674,3.190533418,3.205567055,3.191462224,3.196364158,3.184674431,3.193041109,3.26467149,3.174251778,3.206377896,3.230729878,3.171545125,3.197677477,3.212693576,3.209300524,3.166950868,3.24536462,3.203304947,3.154521381,3.155718563,3.174077291,3.237920598,3.146041196,3.209128836,3.195600831,3.156609751,3.258091109,3.18722172,3.147472292,3.220265063,3.177559615,3.142333175,3.159085743,3.194353391,3.155603246
"Phosphatidylinositol > PIo (36:5), PIp (36:4)",Phosphatidylinositol,"PIo (36:5), PIp (36:4)",0.998577663,1.00126431,0.970131829,3.152875196,3.148701375,3.152325073,3.131990602,3.168621243,3.127519476,3.166240638,3.138189007,3.149853181,3.167210994,3.164192228,3.179718384,3.132611881,3.156518895,3.127240933,3.118905966,3.169345238,3.147657811,3.15206811,3.153430713,3.133302564,3.118820088,3.146555947,3.135692291,3.158416803,3.151204343,3.155833855,3.154076918,3.138397473,3.141123574,3.11709227,3.135717709,3.136847379,3.136422511
"Phosphatidylinositol > PIo (38:1), PIp (38:0)",Phosphatidylinositol,"PIo (38:1), PIp (38:0)",0.999612606,1.011568807,0.92990728,3.139589489,3.160888548,3.144916559,3.137961477,3.176039169,3.17318047,3.141669251,3.156040086,3.140464077,3.145991554,3.134687024,3.166341325,3.202373903,3.151657887,3.162169993,3.174978071,3.183839067,3.168220466,3.169204064,3.21069301,3.160936519,3.11927572,3.169880105,3.154424004,3.175181216,3.213475285,3.201675673,3.166696499,3.130127864,3.125643922,3.148719877,3.152832432,3.179982453,3.138138457
"Phosphatidylinositol > PIo (38:2), PIp (38:1)",Phosphatidylinositol,"PIo (38:2), PIp (38:1)",1.100655037,1.001511029,0.976908836,3.136359063,3.240743921,3.158314263,3.163709891,3.135768545,3.176293913,3.145985345,3.260610374,3.261191506,3.193453009,3.219746929,3.203848495,3.16482262,3.137809721,3.161020457,3.158452991,3.165962149,3.200927097,3.184532475,3.167642225,3.180292248,3.147453742,3.190454995,3.170566819,3.140954078,3.160468565,3.13025015,3.178153625,3.161457875,3.153363604,3.153473419,3.125025619,3.151749762,3.149459327
"Phosphatidylinositol > PIo (38:3), PIp (38:2)",Phosphatidylinositol,"PIo (38:3), PIp (38:2)",1.000018299,0.94070289,0.93808763,3.194592066,3.276314744,3.23983485,3.229251716,3.198398666,3.206545278,3.237201827,3.277035918,3.25701586,3.154156103,3.224439855,3.262802211,3.257078339,3.249755887,3.21997205,3.230985102,3.21258711,3.208817467,3.209273702,3.20216673,3.273940681,3.164721584,3.256510919,3.192132415,3.254132225,3.235174835,3.212869182,3.228020346,3.215531845,3.241441913,3.183952818,3.194214565,3.205967262,3.15174976
"Phosphatidylinositol > PIo (38:4), PIp (38:3)",Phosphatidylinositol,"PIo (38:4), PIp (38:3)",0.955070112,1.03296484,1.173808391,3.465947689,3.477335484,3.336451759,3.363867627,3.422268049,3.404898716,3.438396801,3.389031377,3.462448942,3.260734282,3.409405594,3.426442973,3.334743217,3.467708746,3.269839743,3.354565586,3.46840349,3.367053887,3.357671935,3.340428281,3.38898882,3.42415615,3.394283565,3.188174519,3.410338535,3.270403997,3.320744362,3.344659476,3.398967236,3.499959147,3.358247156,3.349685428,3.319072765,3.41362497
"Phosphatidylinositol > PIo (38:5), PIp (38:4)",Phosphatidylinositol,"PIo (38:5), PIp (38:4)",0.968112961,1.025140457,1.04238386,3.399542231,3.473644626,3.34145434,3.391785236,3.305398698,3.387784815,3.421146393,3.372562246,3.33805791,3.332527361,3.285579844,3.330803277,3.344278314,3.427050975,3.375616097,3.338667642,3.37192455,3.379595585,3.406955573,3.363687207,3.370971784,3.262413146,3.365502989,3.256260636,3.293340485,3.346098616,3.257039891,3.355144928,3.26575624,3.389955991,3.25999028,3.322107637,3.343908613,3.379410708
"Phosphatidylinositol > PIo (38:6), PIp (38:5)",Phosphatidylinositol,"PIo (38:6), PIp (38:5)",1.074026275,0.993531306,0.987993288,3.221309921,3.165997711,3.166868069,3.156773236,3.18277407,3.267744183,3.189102761,3.213963805,3.207951991,3.165422432,3.16136803,3.207106356,3.156585521,3.256448361,3.173291217,3.178700779,3.185179415,3.207375847,3.19780969,3.184049483,3.20219945,3.132855027,3.201457243,3.129561035,3.144188028,3.171925307,3.18026931,3.225841516,3.197991424,3.128237701,3.189119623,3.193731104,3.14356438,3.151565989
"Phosphatidylinositol > PIo (40:1), PIp (40:0)",Phosphatidylinositol,"PIo (40:1), PIp (40:0)",0.888769604,1.021997847,0.938478695,3.21275212,3.271943812,3.233097717,3.156839826,3.21378864,3.149237625,3.236517137,3.171615337,3.132982943,3.139860236,3.165979927,3.244435496,3.198217104,3.222045042,3.154910681,3.187210434,3.192589783,3.23855795,3.194985876,3.190398968,3.191562819,3.214626678,3.189552103,3.270128958,3.19746254,3.212192965,3.223194742,3.15670664,3.148534824,3.172217529,3.194996965,3.152979026,3.208930232,3.195595295
"Phosphatidylinositol > PIo (40:2), PIp (40:1)",Phosphatidylinositol,"PIo (40:2), PIp (40:1)",1.031014642,1.005426798,1.088084878,3.125038649,3.138965508,3.155900588,3.139614684,3.133110818,3.158489173,3.153217137,3.156912457,3.151553733,3.137031153,3.144337571,3.12923864,3.162164005,3.147490848,3.138447997,3.174571499,3.117019295,3.188506665,3.147336204,3.155603246,3.166530791,3.124888823,3.112846238,3.139583195,3.1606186,3.138062615,3.140011276,3.144318878,3.167819318,3.153918501,3.205745575,3.138479569,3.185604505,3.184833366
"Phosphatidylinositol > PIo (40:3), PIp (40:2)",Phosphatidylinositol,"PIo (40:3), PIp (40:2)",0.900824177,1.022804796,0.841148599,3.246272048,3.251282883,3.21654594,3.205496711,3.366770285,3.142658503,3.17465865,3.262811696,3.253599697,3.234866432,3.219118053,3.207720547,3.265873985,3.229605086,3.209338072,3.191719255,3.205383059,3.250605424,3.283174574,3.174484327,3.21533086,3.239054133,3.215838441,3.496982238,3.256154706,3.179706901,3.238542907,3.231688751,3.157698513,3.200637158,3.1995797,3.185366509,3.308675406,3.175216031
"Phosphatidylinositol > PIo (40:4), PIp (40:3)",Phosphatidylinositol,"PIo (40:4), PIp (40:3)",0.972733383,0.99555865,1.056957288,3.273357858,3.269639044,3.182665714,3.206674819,3.190673423,3.230336532,3.278936456,3.214753835,3.169109926,3.168509301,3.211489008,3.260386287,3.137841344,3.196872297,3.198706589,3.222711299,3.202591868,3.218640551,3.200992719,3.213554972,3.210243619,3.169838987,3.262707351,3.160708607,3.229794466,3.16956867,3.178884931,3.211211371,3.216472073,3.242461946,3.232029964,3.26256502,3.221560312,3.166477511
"Phosphatidylinositol > PIo (40:5), PIp (40:4)",Phosphatidylinositol,"PIo (40:5), PIp (40:4)",0.852660157,1.018599022,0.924765313,3.287304502,3.311444475,3.337295527,3.331346331,3.353873966,3.27852957,3.244494861,3.307547409,3.233041855,3.207957374,3.267580035,3.198222607,3.351320825,3.368037616,3.301507487,3.268423537,3.275882387,3.309498185,3.232670933,3.307042284,3.339041832,3.337275553,3.413286378,3.314233928,3.250824861,3.312879475,3.26758942,3.316133987,3.191825373,3.405803843,3.264747042,3.251185473,3.287322428,3.240514337
"Phosphatidylinositol > PIo (40:6), PIp (40:5)",Phosphatidylinositol,"PIo (40:6), PIp (40:5)",0.872321156,0.988868424,0.830761026,3.345436497,3.438127664,3.43734147,3.345589385,3.600753001,3.316515525,3.404731144,3.390239003,3.431572851,3.371160287,3.382222459,3.438456936,3.376310489,3.431524612,3.417318906,3.411936087,3.390444071,3.333261856,3.451617629,3.427297843,3.406662818,3.403192641,3.532581166,3.411697167,3.38699098,3.517301521,3.469598214,3.48301074,3.363969077,3.482032785,3.312710405,3.317942249,3.439146332,3.377295353
Phosphatidylinositol > PIo (40:7),Phosphatidylinositol,PIo (40:7),1.042378757,1.013998316,0.955559123,3.238171635,3.214340448,3.21724702,3.163584755,3.20465712,3.168285325,3.266071718,3.259775425,3.217347085,3.213501852,3.201615614,3.229056982,3.219013155,3.230423405,3.221628103,3.175940705,3.194508821,3.259130222,3.224408771,3.210848053,3.211398258,3.203462644,3.318280458,3.178562617,3.184680107,3.187949195,3.179965241,3.191205043,3.198525158,3.219238663,3.18345779,3.15965143,3.212565807,3.142402013
Phosphatidylinositol > PIo (42:0),Phosphatidylinositol,PIo (42:0),1.015680591,0.972263181,0.981663969,3.15220273,3.161469854,3.169791979,3.133417576,3.155263173,3.161206264,3.116029658,3.226104787,3.154977554,3.141073356,3.197082007,3.195301768,3.145799116,3.16016232,3.183839066,3.117370774,3.149976189,3.15705768,3.150498579,3.161870922,3.146531151,3.156591582,3.169515762,3.150885361,3.149539355,3.168055334,3.180131641,3.135431653,3.178032583,3.136574752,3.14847312,3.137145178,3.149563979,3.137588321
Phosphatidylinositol > PIo (42:1),Phosphatidylinositol,PIo (42:1),1.046916573,0.975738631,0.969108213,3.148608855,3.170502303,3.155609316,3.118244908,3.163531113,3.228241222,3.168338381,3.146543549,3.131875218,3.173599994,3.205502123,3.179298982,3.168697821,3.144181797,3.166649161,3.144381176,3.177294067,3.149736295,3.162839146,3.190757409,3.1200604,3.1353299,3.149613216,3.206048338,3.179287491,3.149742445,3.177940336,3.139079025,3.128489766,3.151112353,3.160006111,3.166868064,3.125448766,3.173052204
Phosphatidylinositol > PIo (42:2),Phosphatidylinositol,PIo (42:2),1.012911945,0.961637732,0.955963348,3.112403921,3.150086867,3.127383464,3.141286717,3.155500035,3.150486297,3.139979808,3.122818587,3.131464712,3.167098689,3.158115144,3.143283446,3.150062274,3.170584415,3.184566548,3.13985394,3.113067228,3.133475065,3.127065935,3.134387538,3.152532981,3.172229215,3.124543381,3.168255845,3.147435183,3.152429042,3.205999697,3.133685811,3.129573924,3.142996083,3.133883685,3.127046482,3.129335384,3.140124521
Phosphatidylinositol > PIo (42:4),Phosphatidylinositol,PIo (42:4),0.964778928,0.944518543,1.011486968,3.140332059,3.138795178,3.153375808,3.178274634,3.163644349,3.113381776,3.156373493,3.151204344,3.122700737,3.151823249,3.111719455,3.158941197,3.151369882,3.183867509,3.171369543,3.165683479,3.134049575,3.117920627,3.151908968,3.150136045,3.126826013,3.104616867,3.144169328,3.133360073,3.138296411,3.126118446,3.178142104,3.125864997,3.145935692,3.137980441,3.14550099,3.150222099,3.134317416,3.145867413
Phosphatidylinositol > PIo (42:6),Phosphatidylinositol,PIo (42:6),1.013085991,1.003431019,1.05589467,3.156349252,3.169339359,3.137088164,3.131240046,3.138833034,3.136155964,3.141938699,3.164477804,3.137594652,3.179109259,3.143726619,3.124047548,3.145923276,3.170578547,3.141361992,3.17736913,3.145358059,3.170719275,3.156640025,3.119117292,3.196933014,3.110535873,3.135272652,3.141123571,3.155839921,3.139671362,3.126001489,3.129464343,3.138252189,3.166560386,3.193892317,3.162731671,3.142207985,3.146270739
Phosphatidylinositol > PIp (16:0),Phosphatidylinositol,PIp (16:0),0.973901241,1.059815264,1.009261637,3.157994422,3.158567556,3.183935753,3.131855986,3.14506585,3.132054696,3.127985491,3.172480363,3.149262262,3.137170509,3.154679577,3.155918786,3.167335091,3.147082461,3.151290188,3.146221122,3.17295306,3.194375597,3.174338999,3.163554957,3.150252827,3.206372492,3.144449692,3.164162467,3.14904046,3.155845993,3.173885271,3.140470361,3.155578962,3.179649472,3.133206706,3.1480533,3.142696025,3.174995487
Phosphatidylinositol > PIp (18:0),Phosphatidylinositol,PIp (18:0),1.027738646,1.090771858,1.029460262,3.137702199,3.1114037,3.145619025,3.138896121,3.142107803,3.125962499,3.159573237,3.147527961,3.13165077,3.168697819,3.164454011,3.157873671,3.121855209,3.166234709,3.124158508,3.154174372,3.188444758,3.227727379,3.180108692,3.141336902,3.165831725,3.198695597,3.152869087,3.137910898,3.13779075,3.142814821,3.159909949,3.135247207,3.14448706,3.154922839,3.172748867,3.152508525,3.1469834,3.152661336
Phosphatidylinositol > PIp (20:0),Phosphatidylinositol,PIp (20:0),0.962003233,1.022126274,1.001016468,3.296638901,3.239429654,3.265897527,3.302404564,3.348678658,3.236980432,3.282712751,3.38423155,3.234623598,3.222914099,3.234674198,3.261638726,3.255846391,3.31997173,3.287743552,3.329983357,3.271335049,3.336299631,3.346270836,3.267251567,3.260700928,3.254132223,3.231428837,3.337167668,3.204722182,3.238552934,3.273959165,3.236386118,3.246065088,3.170801342,3.23889381,3.335782779,3.330632922,3.170514036
Phosphatidylinositol > PIp (28:0),Phosphatidylinositol,PIp (28:0),0.975562718,1.003564273,1.010686412,3.133532553,3.159813776,3.14586741,3.16255249,3.12484973,3.133027706,3.118747405,3.146264538,3.114117063,3.158609758,3.167376452,3.148719881,3.151222742,3.154503123,3.126715737,3.138498511,3.172264269,3.173466024,3.120323841,3.126514567,3.161733286,3.130327362,3.140344635,3.165582637,3.121257771,3.136225789,3.171381252,3.161080406,3.175175412,3.119519848,3.183657006,3.154332695,3.144885448,3.126618408
Phosphatidylinositol > PIp (30:1),Phosphatidylinositol,PIp (30:1),1.001349063,0.988377813,0.964620052,3.166566303,3.163077878,3.138068939,3.117503333,3.138719451,3.112893127,3.141148674,3.173681519,3.128004892,3.169609813,3.123773296,3.162534567,3.174519199,3.165268101,3.126942751,3.11578356,3.12845746,3.135870195,3.181769324,3.141499973,3.117118799,3.124184615,3.182574443,3.166536709,3.158314264,3.148491629,3.155190265,3.130436733,3.128509151,3.201779386,3.117251436,3.130906049,3.118998436,3.129038639
Phosphatidylinositol > PIp (32:1),Phosphatidylinositol,PIp (32:1),0.934836149,0.977714043,1.008189899,3.159915963,3.231551172,3.133934735,3.139885411,3.151664011,3.123309283,3.112893126,3.159867878,3.143058574,3.135641448,3.140319482,3.134158008,3.133673039,3.183668392,3.130288758,3.148133591,3.118006683,3.144194256,3.139501302,3.133921977,3.145345631,3.121421983,3.118291214,3.141330631,3.136530354,3.108930197,3.140721712,3.142545915,3.127266848,3.117224911,3.137322486,3.150486297,3.134011294,3.126832502
Phosphatidylinositol > PIp (34:1),Phosphatidylinositol,PIp (34:1),1.010228471,1.024293901,1.012201155,3.109308535,3.145159132,3.130918894,3.149471641,3.136822028,3.144568011,3.121507351,3.138264824,3.150062278,3.137537695,3.118337513,3.149139054,3.129154783,3.17101817,3.118938992,3.146847154,3.13694878,3.160582596,3.14190111,3.157093975,3.142114067,3.148269435,3.15018522,3.157801197,3.16434694,3.127279808,3.158091004,3.131920093,3.145575539,3.179051749,3.170619601,3.135895608,3.135781252,3.136219444
Phosphatidylinositol > PIp (34:4),Phosphatidylinositol,PIp (34:4),0.958619743,0.995622921,1.049844807,3.151498591,3.179999673,3.142914837,3.147119606,3.136187704,3.149570131,3.122785853,3.138700521,3.119328515,3.134221778,3.125175394,3.14695244,3.146995785,3.145991549,3.125741472,3.139507605,3.131541704,3.155560751,3.124667249,3.126728709,3.144318877,3.12620939,3.138681585,3.154052549,3.128993464,3.137113505,3.12160583,3.138024692,3.161882891,3.110845524,3.191216227,3.157003226,3.146933867,3.156452256
Phosphatidylinositol > PIp (36:5),Phosphatidylinositol,PIp (36:5),0.970222152,0.982932614,1.016448798,3.140137102,3.16114634,3.180011146,3.11975725,3.156003702,3.129760795,3.123198107,3.131368438,3.131272145,3.173355322,3.17306386,3.133960258,3.128483306,3.167813418,3.14754651,3.114751085,3.127046486,3.1561856,3.132899802,3.131265728,3.123707974,3.141537592,3.141192601,3.154837712,3.128334666,3.124308583,3.149169861,3.115057756,3.125591892,3.122844773,3.157372169,3.145177788,3.134425783,3.152795773
Phosphatidylinositol > PIp (38:6),Phosphatidylinositol,PIp (38:6),1.017999967,1.001437713,0.997218075,3.167358728,3.195894155,3.161146334,3.212523218,3.136752297,3.140382354,3.163059978,3.198354658,3.208269355,3.20071376,3.278323696,3.165190921,3.186826452,3.140099354,3.145202652,3.173349495,3.209182492,3.162134111,3.180584626,3.165671613,3.198294134,3.183264175,3.191551644,3.129380522,3.135030857,3.173262076,3.176137612,3.162391162,3.173413585,3.114644373,3.168697819,3.163131576,3.158054789,3.164198179
Phosphatidylinositol > PIp (40:6),Phosphatidylinositol,PIp (40:6),0.982159443,0.954059518,1.00888014,3.137847664,3.195296232,3.181145904,3.131945738,3.178965473,3.173937648,3.155439314,3.149594755,3.165582637,3.1412177,3.164953344,3.168615353,3.19561744,3.245744587,3.167589085,3.1522272,3.138814106,3.120633177,3.204938974,3.170021056,3.175216029,3.152031395,3.145631445,3.144667626,3.16959218,3.182420395,3.160684607,3.164994927,3.168792053,3.168903924,3.180533047,3.137575665,3.147577432,3.169815486
Phosphatidylinositol > PIp (42:2),Phosphatidylinositol,PIp (42:2),0.995680714,1.023525749,1.04276992,3.120679233,3.144611595,3.1572331,3.114123746,3.146214919,3.136834704,3.125286066,3.148213865,3.130295191,3.132202066,3.130121428,3.143664227,3.134750719,3.143458272,3.102577791,3.117920623,3.107528818,3.13074538,3.136682557,3.149502421,3.175175409,3.122137241,3.119414296,3.142683515,3.133206704,3.12929669,3.119592402,3.134546863,3.163185267,3.144300188,3.163221055,3.133877305,3.130764662,3.134597837
Phosphatidylinositol > PIp (42:4),Phosphatidylinositol,PIp (42:4),0.98673304,1.001378434,1.0300936,3.176427015,3.161721313,3.159019496,3.148880201,3.138340628,3.151235007,3.14071543,3.143102307,3.172088979,3.146041197,3.114056954,3.132535069,3.142821073,3.17114118,3.154959312,3.160780589,3.128980555,3.141688053,3.133896447,3.15154148,3.165683479,3.148664371,3.128095446,3.150504726,3.146940058,3.132611878,3.127396422,3.121172353,3.118654886,3.130880343,3.145954315,3.144729867,3.131490377,3.192344424
Phosphatidylinositol > PIp (42:6),Phosphatidylinositol,PIp (42:6),0.971131783,0.93658738,0.934937548,3.189428581,3.220949728,3.234643837,3.180492922,3.174408763,3.167163709,3.172807221,3.204098298,3.182374729,3.209096634,3.163894552,3.207499755,3.266622087,3.247634563,3.231831381,3.26026705,3.153631997,3.223049245,3.212805335,3.217426064,3.207639781,3.187441775,3.244123703,3.224486473,3.224035579,3.167972746,3.167937342,3.21316171,3.131964967,3.184237061,3.190326125,3.172894729,3.230913655,3.137778097
Phosphatidylinositol > STD_15:0-18:1(d7) PI (NH4 Salt),Phosphatidylinositol,STD_15:0-18:1(d7) PI (NH4 Salt),1.157755917,0.93282396,1.127965167,3.472724315,3.502353393,3.537826679,3.459865765,3.413259555,3.554157136,3.482633541,3.508981991,3.616941623,3.532390005,5.224421515,5.242588963,5.265273484,5.240143198,5.252048848,5.264571934,5.232034857,5.22555839,5.256378385,5.239523633,5.247912344,5.256236374,5.24789492,5.246162864,5.245577098,5.265193544,5.245894267,5.260539011,5.248789689,5.265187697,5.239299759,5.243011922,5.238917012,5.250305444
