class and lipid,type,lipid,fold change_1hr,fold change_12hr,fold change_24hr,veh_N3_1hr,veh_N4_1hr,veh_N5_1hr,veh_N6_1hr,veh_N7_1hr,Abe_N3_1hr,Abe_N4_1hr,Abe_N5_1hr,Abe_N6_1hr,Abe_N7_1hr,veh_N1_12hr,veh_N2_12hr,veh_N3_12hr,veh_N4_12hr,veh_N5_12hr,veh_N6_12hr,Abe_N4_12hr,Abe_N1_12hr,Abe_N2_12hr,Abe_N3_12hr,Abe_N5_12hr,Abe_N6_12hr,veh_N2_24hr,veh_N3_24hr,veh_N4_24hr,veh_N5_24hr,veh_N6_24hr,veh_N7_24hr,Abe_N2_24hr,Abe_N3_24hr,Abe_N4_24hr,Abe_N5_24hr,Abe_N6_24hr,Abe_N7_24hr
Cholesteryl Esters > 17:0 Campesteryl ester_simulated,Cholesteryl Esters,17:0 Campesteryl ester_simulated,1.120093438,0.937375612,1.019810163,4.212639812,4.154098842,4.17666187,4.250350249,4.144541864,4.282197381,4.213414181,4.260921039,4.247501943,4.224419648,4.166222864,4.166335993,4.145644488,4.186217041,4.143189136,4.245008034,4.17189783,4.100367127,4.138605209,4.219025218,4.16790017,4.089442352,4.129461762,4.147396214,4.223646507,4.24134426,4.30817885,4.10099331,4.182983286,4.080474271,4.141907373,4.273820014,4.314793458,4.195660064
Cholesteryl Esters > 17:0 Cholesteryl ester,Cholesteryl Esters,17:0 Cholesteryl ester,1.058711504,0.729059234,1.164442048,4.341029554,4.267855763,4.29381499,4.356270706,4.36712178,4.325748376,4.310117017,4.41545551,4.386246015,4.350925718,4.404806733,4.054175508,4.288357033,4.37456509,4.379998056,4.410975564,4.131145011,4.400132027,4.017716012,4.072105016,4.053477995,4.33872459,4.187603655,4.28363364,4.372889583,4.063991276,4.161511775,4.143436422,4.364897572,4.355262621,4.304877291,4.086866479,4.079510493,4.367777368
Cholesteryl Esters > 17:1 Campesteryl ester_simulated,Cholesteryl Esters,17:1 Campesteryl ester_simulated,1.354827942,0.886421979,0.946901181,4.952322098,4.912219645,4.94039906,5.097221649,4.949523039,5.075251059,5.072148201,5.12778167,5.119530665,5.170889671,4.982997108,4.970306451,5.046635254,5.008300607,4.91080569,5.132912659,5.07320337,4.660082504,4.945862059,5.106340204,5.105246359,4.687070734,5.087172013,4.912691211,5.016030579,5.27619502,5.292601451,4.78564842,4.946840039,4.853582052,4.71111386,5.287358466,5.358864645,4.901931185
Cholesteryl Esters > 17:1 Cholesteryl ester; 16:1 Campesteryl ester,Cholesteryl Esters,17:1 Cholesteryl ester; 16:1 Campesteryl ester,1.117847381,0.941089213,0.979830834,4.456439251,4.449356224,4.462441158,4.562106049,4.444495447,4.527598227,4.499686015,4.533088726,4.529048797,4.573438399,4.46259656,4.452228207,4.483116979,4.474312762,4.433831604,4.576318803,4.522154117,4.291173449,4.424481475,4.532150052,4.572404342,4.343513788,4.511213392,4.413441631,4.474513788,4.61756354,4.658836852,4.333063425,4.467451851,4.379756473,4.321903209,4.640527975,4.682410659,4.419071098
Cholesteryl Esters > 18:0 Campesteryl ester,Cholesteryl Esters,18:0 Campesteryl ester,0.947648358,1.02019398,1.128591148,3.806361827,3.754378948,3.791487164,3.806520521,3.781041282,3.77001946,3.738176276,3.773517334,3.797083285,3.783102857,3.766693889,3.751188264,3.737101985,3.742313447,3.793147576,3.766396516,3.770675345,3.672216148,3.805196302,3.786298467,3.774985343,3.788377719,3.74717404,3.708962823,3.747230002,3.738027053,3.787998612,3.708594275,3.79823068,3.71571932,3.736270607,3.829584235,3.850885096,3.805166373
"Cholesteryl Esters > 18:0 Cholesteryl ester, 16:0 Sitosteryl ester",Cholesteryl Esters,"18:0 Cholesteryl ester, 16:0 Sitosteryl ester",1.119291775,0.969047087,0.992462644,4.22479354,4.145941902,4.178257927,4.235690046,4.181307849,4.253248355,4.227384825,4.277458417,4.242786861,4.252506943,4.187518497,4.154204824,4.143724119,4.173193294,4.19658461,4.212285673,4.207148407,4.140820955,4.153382519,4.209666216,4.178306323,4.095267043,4.21249979,4.133455905,4.186517333,4.286499165,4.289564013,4.069944006,4.16215504,4.112518565,4.147724574,4.290369031,4.274482556,4.173611643
Cholesteryl Esters > 18:1 Campesteryl ester,Cholesteryl Esters,18:1 Campesteryl ester,1.108509845,1.049201202,1.071712786,3.787796194,3.811186141,3.813642391,3.836433024,3.836732925,3.83436605,3.83553207,3.925155293,3.880907329,3.868704409,3.760589867,3.837301789,3.802268725,3.768573019,3.865211825,3.835175484,3.851441845,3.741312391,3.859461377,3.834382582,3.905921055,3.797401929,3.80435894,3.738818626,3.823890097,3.837468517,3.923258557,3.729174542,3.83460001,3.749762618,3.826334037,3.870730412,3.955849351,3.793801584
"Cholesteryl Esters > 18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester",Cholesteryl Esters,"18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester",1.324360184,0.910986034,0.950261588,4.960609017,4.9245177,4.935269632,5.106679159,4.962491539,5.083676764,5.070691694,5.120386319,5.115311459,5.166327585,5.000746809,4.993820474,5.040996854,4.981056801,4.89880176,5.126334863,5.083201691,4.677026683,4.954327941,5.117570057,5.119221464,4.678463597,5.079531032,4.909267899,5.01443135,5.271931504,5.295341895,4.790580861,4.953603559,4.83777982,4.734336525,5.285734889,5.357325183,4.899737497
"Cholesteryl Esters > 18:2 Cholesteryl ester, zymosteryl oleate, 16:1 Stigmasteryl ester, 16:2 Sitosteryl ester",Cholesteryl Esters,"18:2 Cholesteryl ester, zymosteryl oleate, 16:1 Stigmasteryl ester, 16:2 Sitosteryl ester",1.375206008,0.955884186,0.9440568,4.990754331,4.959796632,4.989101476,5.146099276,4.971047444,5.117195797,5.120455633,5.174498448,5.168545125,5.223946648,5.012613388,5.066868691,5.100277432,5.038892684,4.97430747,5.129051545,5.152083903,4.726185381,4.989574244,5.194433944,5.208819669,4.707659441,5.127985617,4.959988012,5.087013373,5.32261609,5.344016566,4.850969936,5.016806227,4.886934637,4.810776083,5.333603744,5.404283146,4.938974924
Cholesteryl Esters > 18:3 Campesteryl ester,Cholesteryl Esters,18:3 Campesteryl ester,0.920711721,0.89992278,1.144835175,3.765449521,3.76338609,3.779582092,3.794354212,3.780986636,3.722090744,3.698253729,3.790721382,3.765592596,3.76180613,3.682246221,3.724529847,3.71527783,3.770287828,3.816650897,3.799398484,3.751622432,3.694194429,3.6564758,3.710396678,3.734980577,3.69957242,3.694640322,3.678633113,3.762993511,3.736380595,3.739876037,3.633545237,3.787286186,3.768581898,3.688727667,3.772695714,3.811135158,3.763192841
"Cholesteryl Esters > 18:3 Cholesteryl ester, 16:2 Stigmasteryl ester, 16:3 Sitosteryl ester",Cholesteryl Esters,"18:3 Cholesteryl ester, 16:2 Stigmasteryl ester, 16:3 Sitosteryl ester",1.292148939,0.966558204,0.972353134,4.38056978,4.354608965,4.376465663,4.494706606,4.356935996,4.495472492,4.458222269,4.519558967,4.522462784,4.570122015,4.396625088,4.445765157,4.463575318,4.366455491,4.421383794,4.489491357,4.532517203,4.16425769,4.384947033,4.542414863,4.580046639,4.108135962,4.489362177,4.33534237,4.464727673,4.605073318,4.649534464,4.255700829,4.400341116,4.262090718,4.220081955,4.66178528,4.689680856,4.386791399
Cholesteryl Esters > 19:0 Campesteryl ester_simulated,Cholesteryl Esters,19:0 Campesteryl ester_simulated,0.987977233,1.258076005,1.067290578,4.031534523,3.991356376,4.057114361,4.033636056,4.070743285,3.97440118,4.044727108,4.041251348,4.024897631,4.104540404,3.959165488,4.0746651,3.959126366,3.937746544,4.100438125,4.044607985,4.121531643,4.01504443,4.165373173,4.13740795,4.219212971,4.007090323,3.969832333,3.911577342,3.981863016,4.131980347,4.144693149,4.001722497,4.050067972,3.960368047,3.937139631,4.174554064,4.131323507,4.053529445
"Cholesteryl Esters > 19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated",Cholesteryl Esters,"19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated",1.012922935,1.011884268,1.049903692,3.729206951,3.744288318,3.744896694,3.793116807,3.738073096,3.781739611,3.740106804,3.770844684,3.790753726,3.733824601,3.740769978,3.766393539,3.718757405,3.776614057,3.796602113,3.789173049,3.832048858,3.707382824,3.751439272,3.761651277,3.81330875,3.750631832,3.788490821,3.719662713,3.725436291,3.822837348,3.829059243,3.702556357,3.810928475,3.741045999,3.775523101,3.789201278,3.836818933,3.763152385
Cholesteryl Esters > 20:0 Campesteryl ester,Cholesteryl Esters,20:0 Campesteryl ester,0.950444973,1.072198051,1.04054141,3.791739791,3.742175076,3.751223691,3.781884597,3.793031484,3.743712,3.740369038,3.733564805,3.770812292,3.798860524,3.720564489,3.687454077,3.659804079,3.711434367,3.75942158,3.707249906,3.818095218,3.698952661,3.743459622,3.67969315,3.756330279,3.724077555,3.725963904,3.715731019,3.705372744,3.680806758,3.761207454,3.693783238,3.72304338,3.740215824,3.691178809,3.747685226,3.724541313,3.75124525
"Cholesteryl Esters > 20:0 Cholesteryl ester, 18:0 Sitosteryl ester",Cholesteryl Esters,"20:0 Cholesteryl ester, 18:0 Sitosteryl ester",1.046640422,1.201595368,1.092317302,3.980030687,3.997314756,4.036446869,4.078460472,4.048830894,3.99918279,4.090186103,4.044412777,4.050457126,4.093650013,3.963570657,4.125112235,3.994876521,3.961160944,4.120267215,4.058260505,4.186196677,3.970247391,4.2056006,4.114003514,4.181178526,4.029295315,3.988659744,3.925987282,3.999736766,4.114845778,4.114149121,3.952910595,3.998058745,3.904642016,4.022899971,4.18306136,4.141049502,4.051045222
Cholesteryl Esters > 20:1 Campesteryl ester,Cholesteryl Esters,20:1 Campesteryl ester,0.993796616,1.031592006,1.053279771,3.699202756,3.707416897,3.680545842,3.686384229,3.69628476,3.744885754,3.66733529,3.717324291,3.662434852,3.699523842,3.641906238,3.711383722,3.651921254,3.595191921,3.667996211,3.689905302,3.68888238,3.650678534,3.701410849,3.660153744,3.709409078,3.635105615,3.650218158,3.679102538,3.675739888,3.658307217,3.682884854,3.676408282,3.681183357,3.657765099,3.658938206,3.715568863,3.672864156,3.754881734
"Cholesteryl Esters > 20:1 Cholesteryl ester, 18:0 Stigmasteryl ester, 18:1 Sitosteryl ester",Cholesteryl Esters,"20:1 Cholesteryl ester, 18:0 Stigmasteryl ester, 18:1 Sitosteryl ester",0.993350089,1.071433484,1.109980945,3.885166679,3.799895845,3.90179171,3.921678186,3.884111989,3.874505043,3.833092295,3.916546617,3.920709675,3.875506939,3.845934831,3.838265893,3.815484802,3.835732443,3.899877416,3.849221604,3.885145181,3.764817038,3.8907183,3.911967922,3.914773567,3.885645031,3.852483684,3.789020592,3.826851978,3.896159038,3.89593503,3.732120259,3.867529978,3.834069598,3.81999645,3.912448476,3.973008669,3.852068713
"Cholesteryl Esters > 20:2 Cholesteryl ester, 18:1 Stigmasteryl ester, 18:2 Sitosteryl ester",Cholesteryl Esters,"20:2 Cholesteryl ester, 18:1 Stigmasteryl ester, 18:2 Sitosteryl ester",1.003588512,1.011523791,0.930184571,3.864552643,3.811954207,3.822032044,3.894025728,3.78388361,3.865310141,3.812085434,3.819918878,3.85530835,3.874948941,3.84239956,3.759717721,3.750579387,3.814384822,3.810256751,3.777551541,3.838682926,3.746381987,3.777632714,3.771155206,3.853286868,3.796908631,3.85520774,3.814919861,3.765661133,3.906391108,3.917091532,3.720251975,3.786967125,3.766554148,3.730103697,3.881917385,3.836808817,3.795385018
Cholesteryl Esters > 20:3 Campesteryl ester,Cholesteryl Esters,20:3 Campesteryl ester,1.087126159,0.885449541,1.35823298,4.049229686,3.804412089,3.823811911,3.859041006,3.838033898,3.934498478,3.843476994,4.01482959,3.88259742,3.947780656,3.977342205,3.836897339,3.838925903,3.881753197,3.904096413,3.841678535,3.885632602,3.779190895,3.803126518,3.813645057,3.887396753,3.802368682,3.908037654,3.788288628,3.796438366,3.828726933,3.89470811,3.765759459,3.951730859,3.850903458,3.908732688,3.996571238,3.924386842,4.104679666
"Cholesteryl Esters > 20:3 Cholesteryl ester, 18:2 Stigmasteryl ester, 18:3 Sitosteryl ester",Cholesteryl Esters,"20:3 Cholesteryl ester, 18:2 Stigmasteryl ester, 18:3 Sitosteryl ester",1.328329925,0.894407602,0.963283149,4.341979507,4.298808149,4.378968135,4.461834877,4.277340564,4.475600909,4.44904469,4.513142488,4.480019342,4.515945631,4.366709059,4.409456352,4.430243483,4.395807464,4.378003797,4.462036966,4.451239802,4.074959021,4.317228216,4.484956936,4.530900186,4.126734546,4.456302888,4.287581867,4.396627881,4.624646121,4.637992012,4.195415879,4.377244341,4.248903212,4.153558207,4.631037526,4.692866683,4.294939977
"Cholesteryl Esters > 20:4 Cholesteryl ester, 18:3 Stigmasteryl ester",Cholesteryl Esters,"20:4 Cholesteryl ester, 18:3 Stigmasteryl ester",1.353317525,0.974254919,0.940966756,5.111240157,5.122984308,5.131737227,5.279820912,5.105509872,5.260426155,5.244293187,5.310069935,5.292895109,5.355089136,5.132394598,5.228771538,5.249659502,5.174553832,5.135831063,5.236629685,5.306886044,4.881072522,5.122597725,5.312812154,5.383298924,4.847430903,5.262151423,5.069358314,5.2067467,5.440792562,5.459434499,4.98238742,5.149040274,5.020709853,4.957627908,5.441577633,5.497577208,5.100847761
Cholesteryl Esters > 20:5 Cholesteryl ester,Cholesteryl Esters,20:5 Cholesteryl ester,1.268252518,0.970070736,0.978515149,4.658286617,4.688917048,4.6602998,4.779034604,4.635618469,4.777934948,4.745253347,4.811190033,4.811969341,4.839389201,4.643789155,4.750587258,4.73983572,4.706415495,4.709849285,4.773225915,4.815704462,4.473788495,4.626769553,4.805490422,4.884428894,4.508761582,4.75620985,4.619617121,4.756492063,4.878575018,4.91335424,4.55959955,4.694994953,4.58695869,4.536950928,4.935945904,4.941175324,4.656444379
Cholesteryl Esters > 22:0 Campesteryl ester,Cholesteryl Esters,22:0 Campesteryl ester,0.942779774,1.018331707,0.981148155,3.725906767,3.709017145,3.711162508,3.66915879,3.739627745,3.728050106,3.656067552,3.684324644,3.706779242,3.692296907,3.663996669,3.64644297,3.666925906,3.669253671,3.683556753,3.6949385,3.66698014,3.693153401,3.697194485,3.679564191,3.682387015,3.654669329,3.704792072,3.642527861,3.661295797,3.67394571,3.705730358,3.665558509,3.652406902,3.659351376,3.657602713,3.705916744,3.647893287,3.672843863
"Cholesteryl Esters > 22:0 Cholesteryl ester, 20:0 Sitosteryl ester",Cholesteryl Esters,"22:0 Cholesteryl ester, 20:0 Sitosteryl ester",1.047011926,1.228638183,1.163669742,3.897528157,3.849647896,3.932441325,3.842927386,3.924398212,3.856661269,3.926205578,3.912504793,3.959588003,3.932167243,3.857075494,3.940950595,3.870998197,3.811233098,3.858735683,3.792890172,4.010816254,3.876941475,4.00291218,3.855737188,4.017069282,3.890773037,3.836515295,3.770609064,3.838893178,3.915773314,3.923743353,3.809767078,3.902750047,3.85708153,3.863888889,3.99888507,3.939341534,3.923853084
Cholesteryl Esters > 22:0 Sitosteryl ester,Cholesteryl Esters,22:0 Sitosteryl ester,0.902757776,0.962353007,0.992883198,3.914899319,3.959631851,3.895263418,3.885423452,3.949150864,3.88786591,3.866563811,3.938262506,3.870895313,3.860145107,3.888323332,3.768441285,3.790601825,3.833470988,3.798469742,3.87943197,3.796722806,3.751523934,3.803066379,3.763607697,3.764943913,3.950421359,3.886893279,3.809757656,3.867525263,3.830453965,3.808374424,3.84113917,3.850667093,3.882952392,3.806298062,3.770501521,3.811891259,3.883546776
Cholesteryl Esters > 22:1 Campesteryl ester,Cholesteryl Esters,22:1 Campesteryl ester,0.865291504,0.935664413,0.917735563,4.09950664,3.987542067,3.954572477,3.901399498,4.002351869,3.95596568,3.92160328,3.996483685,3.905575742,3.909657667,3.909911051,3.787912277,3.838787435,3.938517754,3.939933415,3.89608953,3.882230766,3.837268944,3.83813478,3.775799739,3.855219862,3.94567833,3.978708139,3.868729088,3.960974732,3.858154495,3.92035506,3.868355234,3.883701206,3.871942893,3.868378756,3.908793769,3.812496265,3.885306961
"Cholesteryl Esters > 22:1 Cholesteryl ester, 20:0 Stigmasteryl ester, 20:1 Sitosteryl ester",Cholesteryl Esters,"22:1 Cholesteryl ester, 20:0 Stigmasteryl ester, 20:1 Sitosteryl ester",1.058803524,1.053189406,1.161391319,3.870298569,3.777939872,3.790179599,3.831133631,3.78621322,3.863703479,3.814825414,3.870912851,3.839942919,3.83378313,3.856022844,3.801413344,3.762558565,3.730809751,3.811383316,3.778862942,3.845839463,3.692695404,3.779453659,3.813248669,3.87718587,3.853742036,3.815434319,3.807392979,3.707946431,3.775773536,3.877551048,3.75407914,3.826613804,3.797275881,3.762969526,3.940369071,3.863774799,3.91866561
"Cholesteryl Esters > 22:1 Stigmasteryl ester, 22:2 Sitosteryl ester",Cholesteryl Esters,"22:1 Stigmasteryl ester, 22:2 Sitosteryl ester",1.020950969,1.011718043,1.078397459,3.616299061,3.616950015,3.62505718,3.637535788,3.611910182,3.613638926,3.637647838,3.664893862,3.648919871,3.625584088,3.612944864,3.62565402,3.628117059,3.593695825,3.616926934,3.623827994,3.648057394,3.596003,3.628515654,3.599577462,3.652946094,3.606680138,3.635055303,3.546066191,3.670841238,3.6279657,3.664880709,3.576124755,3.692621374,3.630556042,3.582924307,3.669240644,3.651307127,3.683952555
Cholesteryl Esters > 22:2 Campesteryl ester,Cholesteryl Esters,22:2 Campesteryl ester,0.924763088,1.024081237,1.057022067,3.821303894,3.714603026,3.724800017,3.723038448,3.797007055,3.769383266,3.742759716,3.752295917,3.668050312,3.721400059,3.666650899,3.652801218,3.680899126,3.662425407,3.71809796,3.653677473,3.706210701,3.689243165,3.677979077,3.650004315,3.685825933,3.688563999,3.672214299,3.699671289,3.660290494,3.68717749,3.65811641,3.659505503,3.710224052,3.67759056,3.678330814,3.680817624,3.737106761,3.689825472
"Cholesteryl Esters > 22:2 Stigmasteryl ester, 22:3 Sitosteryl ester",Cholesteryl Esters,"22:2 Stigmasteryl ester, 22:3 Sitosteryl ester",1.06319798,1.074962498,1.092958475,3.687969307,3.717728767,3.723031875,3.724175919,3.763835172,3.763036983,3.738837646,3.679613236,3.812330373,3.78775938,3.710897239,3.751862423,3.662247738,3.663913809,3.707058969,3.673737714,3.750012907,3.659081053,3.656546677,3.707852833,3.848883462,3.717236021,3.683362313,3.665372735,3.663452177,3.716837753,3.871508751,3.634698925,3.718347239,3.675474075,3.713732435,3.807771762,3.756439863,3.809129952
Cholesteryl Esters > 22:3 Campesteryl ester,Cholesteryl Esters,22:3 Campesteryl ester,1.072159337,0.986555491,1.040331167,3.647394738,3.616469242,3.622172589,3.624317199,3.653289746,3.655115407,3.650987123,3.68849816,3.725580101,3.629747962,3.652907466,3.647128611,3.693357586,3.613552227,3.616393614,3.659231463,3.6410436,3.627916599,3.65081442,3.64860981,3.648699538,3.638113737,3.630716662,3.56808671,3.645601091,3.61869229,3.659967546,3.615057443,3.643811839,3.63650999,3.619517009,3.685351177,3.645663945,3.604770231
Cholesteryl Esters > 22:3 Stigmasteryl ester,Cholesteryl Esters,22:3 Stigmasteryl ester,1.001202647,1.077510549,1.106446211,3.747150716,3.749778073,3.739542316,3.754958092,3.780629809,3.76500509,3.746940774,3.74596749,3.748829718,3.805237106,3.704380508,3.77140082,3.714145303,3.689761602,3.796037062,3.745038889,3.768111035,3.718539911,3.773381236,3.752033105,3.867249433,3.732041383,3.690690391,3.647193202,3.708080842,3.743544289,3.863893639,3.700511649,3.730468986,3.677121323,3.68567192,3.853079812,3.858650298,3.800085823
"Cholesteryl Esters > 22:4 Cholesteryl ester, 20:3 Stigmasteryl ester",Cholesteryl Esters,"22:4 Cholesteryl ester, 20:3 Stigmasteryl ester",1.112099078,0.959641207,1.007073322,3.753268935,3.690764753,3.669086217,3.728175186,3.698554652,3.744150572,3.749516827,3.768056217,3.759222022,3.791300412,3.730821052,3.662546328,3.688316605,3.728830867,3.661956514,3.742189226,3.696209592,3.59949228,3.688042349,3.75522372,3.736923741,3.626841141,3.690743506,3.654496159,3.736069693,3.728817892,3.799113034,3.66625024,3.704817785,3.677267446,3.662865479,3.798935049,3.745243506,3.69891618
